founded_year,country,region,industry,funding_round,funding_amount_usd,lead_investor,co_investors,employee_count,estimated_revenue_usd,estimated_valuation_usd,exited,exit_type,tags,funding_year,funding_month
2020,181,2,3,4,640605000,5,25,936,261297371.03919905,3155924833.585567,True,1,2455,2021,8
2007,140,3,3,3,435912000,2,216,199,77705812.29214142,3329708259.961545,False,2,7022,2015,10
2014,10,3,3,3,502100000,2,31,479,216444696.9831784,3896182182.00529,False,2,9520,2018,4
2005,174,3,3,1,180720000,4,222,915,48522998.67546911,693221124.1756033,False,2,5565,2020,8
2005,95,4,1,6,705659000,0,215,576,65567641.73602297,1589348076.9523976,False,2,15589,2017,7
2012,125,4,3,3,489184000,5,131,703,116820127.22407693,3292019586.23302,False,2,16692,2024,11
2007,105,3,0,4,1964440000,6,70,116,560411778.5024022,9384267973.095324,False,2,14223,2025,4
2013,62,1,2,4,167400000,0,38,169,68191095.367535,467917130.6560276,True,0,13813,2018,4
2018,124,5,5,5,785147000,0,112,370,332784040.31736666,3352352788.467677,False,2,14379,2024,4
2015,84,4,5,6,809846000,4,43,180,219627638.76066267,3691052311.925581,False,2,9520,2017,4
2008,84,3,4,4,1532282000,0,228,639,90347984.82548434,10048886488.704714,False,2,13143,2024,11
2023,72,4,1,4,605774000,2,117,477,85098581.21088722,5427921656.530502,False,2,14082,2019,1
2021,7,3,3,3,881741000,2,134,432,51262298.48920872,8272514675.314753,False,2,12223,2018,10
2010,18,4,4,4,249879000,3,111,375,78555667.90020247,1987190588.363186,True,1,18268,2025,5
2022,153,4,6,2,3249943000,5,144,255,651648811.0056262,23664240428.47481,False,2,9624,2015,10
2022,222,1,3,3,288758000,0,37,212,70412843.68296772,2730317232.9707303,False,2,8067,2016,11
2013,11,2,2,3,504353000,4,118,897,200736005.70297736,4003820298.034431,False,2,2949,2020,5
2018,23,4,3,4,986855000,5,111,885,363048826.3204284,9663891618.070747,False,2,14054,2024,8
2006,40,1,6,4,651518000,1,56,913,55748389.3023336,3153598891.8139,False,2,17738,2021,3
2019,215,3,5,6,802935000,5,192,33,164202518.57109198,4895803555.64002,False,2,875,2019,3
2006,240,0,4,3,701489000,4,93,730,278624401.5503065,1636944427.748605,False,2,10725,2024,3
2016,17,3,2,4,1151761000,1,111,194,85344585.06877843,10858753267.742008,False,2,12901,2016,3
2019,47,1,6,3,874977000,0,104,425,259611461.96469167,4197718138.626117,False,2,2430,2022,8
2009,228,3,3,3,225854000,6,192,473,88894745.76785074,2195103365.7243843,False,2,16254,2017,5
2013,106,1,2,5,185815000,6,129,686,33815495.12488872,1329886519.8974168,False,2,658,2018,8
2014,51,3,1,4,107353000,2,7,181,40356255.76589034,625528326.7880752,False,2,5402,2021,1
2019,128,4,6,5,212349000,2,186,489,82031363.80018792,1925847222.9200556,True,1,9755,2019,6
2016,242,0,4,5,137004000,2,124,113,38167834.17135608,546576465.5127157,False,2,11555,2020,11
2017,57,2,3,4,1616798000,6,37,419,742371898.7068117,6919756440.897131,False,2,4918,2023,10
2016,45,5,1,5,2063486000,6,158,248,862159422.8524759,15197912096.013315,False,2,9775,2024,1
2013,176,3,6,2,400353000,2,37,413,159556927.14016393,1579758587.6872606,False,2,737,2023,7
2012,97,2,6,3,1839197000,5,111,605,379701345.5125542,9780559191.403954,False,2,3131,2016,3
2023,192,0,0,0,867591000,5,198,670,135725723.28139368,8007197474.486126,False,2,16051,2022,9
2018,28,4,0,3,11419861000,1,19,717,5424389150.371399,44510382358.17663,False,2,11236,2021,7
2005,216,2,4,2,1734608000,2,37,909,697667886.1231108,16980651174.823437,True,0,17466,2019,3
2014,118,1,6,4,271275000,6,68,721,129210496.60731634,2441513193.0478234,False,2,11767,2024,12
2023,211,0,0,1,63492000,6,145,964,18102615.456082206,518691843.261245,False,2,1178,2015,12
2007,155,3,5,3,1247865000,0,139,131,120990235.23843692,9515088741.583128,True,1,2252,2022,12
2009,124,4,1,4,369976000,0,230,761,153553194.1239094,3376638020.260819,False,2,5608,2021,7
2023,3,0,1,4,565001000,0,33,419,45296590.0149851,5460110955.547037,False,2,3259,2016,11
2021,0,5,2,6,13977000,1,102,646,4488862.060635432,51849260.28049637,True,2,7171,2021,10
2018,86,3,0,1,530408000,6,160,732,184916780.67948425,4493018084.349298,False,2,9604,2022,6
2005,39,2,6,4,125139000,3,155,85,57785102.67136998,718340663.7526188,False,2,18226,2022,6
2005,144,1,5,5,176737000,6,118,690,58850369.207674325,1562828351.706219,False,2,15836,2025,7
2017,35,0,6,5,153175000,3,103,647,9069533.02638902,880942145.4992733,False,2,11579,2016,12
2020,31,2,0,3,1609314000,3,37,765,260403130.66756177,8620207571.12768,False,2,9257,2021,10
2010,4,1,5,5,1483253000,5,0,914,585952822.920013,5291563709.995366,False,2,8380,2021,7
2016,118,0,6,0,385522000,6,148,58,74085916.41380668,2571102742.526024,False,2,14138,2019,3
2014,117,0,6,2,2435624000,5,148,327,1165496256.449713,18368490781.81908,False,2,18142,2021,2
2020,43,5,3,2,5093377000,2,62,685,477220952.8014908,48508399875.70596,False,2,18311,2017,4
2010,122,1,4,3,6155475000,2,163,519,2577737126.608086,22814012386.548397,False,2,13977,2019,5
2008,207,0,2,6,132977000,5,19,869,37281974.74298077,1180186480.0607474,False,2,14412,2023,12
2006,47,2,4,3,180784000,3,32,113,56972937.89051573,373181922.9950276,False,2,16405,2020,5
2010,157,5,4,4,1824712000,4,206,118,130073751.75617334,5305389658.077392,False,2,4664,2019,2
2020,56,1,2,5,1230320000,4,72,76,568729339.0078173,9434676690.12128,False,2,3474,2018,10
2007,128,4,1,4,2318086000,3,185,436,554650232.4408648,20713320151.939774,True,2,7310,2019,10
2016,139,0,3,3,242001000,5,44,492,41528714.64550998,1075641700.3580697,False,2,9230,2020,11
2018,163,5,5,3,295217000,1,159,593,75265389.62258688,2032545829.721252,False,2,13888,2024,7
2012,7,2,4,4,596382000,1,77,101,175190039.48593202,5373321078.041775,False,2,18084,2024,5
2019,115,4,4,5,402610000,5,87,668,165492590.0935778,960093365.4773256,False,2,8384,2023,7
2019,25,0,6,3,2034418000,1,111,491,931727472.101166,14368765910.355892,False,2,16302,2021,1
2009,196,5,3,3,383730000,0,37,3,180128725.99179536,2803721655.6872964,False,2,5131,2022,7
2020,114,3,2,6,604436000,3,1,758,235849071.64450443,4431362125.153776,False,2,5460,2020,5
2022,25,0,2,4,93433000,6,1,851,8176926.733717781,364023941.52297175,False,2,16087,2024,11
2007,226,5,5,3,610903000,2,126,791,39026287.3325742,4830307039.368534,False,2,13577,2025,4
2014,239,1,0,3,3761402000,5,148,451,322517373.01749146,13084515795.583426,False,2,326,2022,7
2011,8,0,0,6,323503000,6,81,593,21166537.835447323,692109512.9569275,True,0,4138,2023,12
2009,181,1,1,6,877367000,5,0,938,413236191.6818192,4369432801.921623,False,2,1879,2025,1
2022,223,0,6,4,108742000,0,77,10,15880364.187397446,981018221.4786288,False,2,2442,2020,7
2020,230,1,2,3,3189598000,6,142,478,1522544846.4967844,31585805263.920773,False,2,15908,2025,2
2013,64,3,6,4,335428000,6,47,56,101549174.61956456,2226817257.2119217,False,2,6693,2023,6
2006,205,5,6,0,600794000,0,124,273,209001986.56562525,1382210663.8570004,False,2,13000,2022,5
2007,77,2,4,5,518581000,6,173,909,66625734.399898864,4953618359.114236,False,2,6253,2024,7
2015,209,5,4,5,51688000,4,148,690,21862355.15974021,161028872.38354617,False,2,7306,2019,9
2018,240,3,1,5,162985000,1,111,514,30995295.976109784,705352040.2681159,False,2,4115,2022,2
2015,199,3,1,2,2957288000,2,185,601,1029729258.472651,27291203530.4127,False,2,6254,2020,1
2006,1,5,0,4,268980000,4,185,686,99114778.61714344,1672810367.2981243,False,2,2850,2020,9
2019,89,5,6,6,1339678000,1,91,26,332461735.2834433,5859496268.485572,False,2,13079,2018,12
2011,235,0,2,5,2729837000,6,37,152,181660252.91560468,13740163972.896152,False,2,160,2015,11
2007,17,5,1,3,750497000,0,31,488,93520632.41811948,5116114037.163489,False,2,7264,2023,3
2011,218,1,3,3,91321000,0,198,611,35261774.06347967,711944015.1356922,False,2,11619,2017,9
2013,0,1,5,4,822096000,5,222,905,102756907.7354614,2925536260.7956853,False,2,11967,2016,8
2021,166,3,2,6,440790000,6,136,331,85823231.34418894,4055698327.054282,False,2,5364,2017,6
2018,45,4,4,0,148325000,4,13,469,9862548.582384974,681206727.6460915,False,2,10031,2024,2
2009,168,3,6,2,778761000,1,192,920,44588646.70059754,6365576494.252145,False,2,14596,2017,3
2013,215,3,4,4,606066000,3,111,324,156202348.63039672,4559716045.039633,False,2,8768,2022,3
2009,43,4,3,4,3179192000,2,44,327,530923641.7275873,20959658819.154915,False,2,1288,2023,1
2013,219,2,0,3,60300000,6,113,150,10906310.09656275,255792893.52668843,False,2,10883,2022,2
2006,125,4,6,3,139007000,4,75,448,20884164.61178639,1313921410.3314662,False,2,1826,2021,12
2010,24,2,3,5,226640000,4,148,542,57680927.10229741,1566792049.2832687,True,1,18142,2015,10
2006,139,2,0,6,74969000,4,0,690,3754472.3866012697,212509889.63673407,False,2,16559,2023,4
2016,205,3,3,3,761522000,6,2,868,322772935.9537118,2189246974.928889,False,2,12734,2023,2
2018,110,2,5,1,577530000,2,207,552,123711453.99196304,3454049143.3426514,False,2,8954,2016,9
2005,72,5,2,3,5065236000,5,74,848,597565299.5316666,48819777067.305984,False,2,9867,2021,8
2012,114,4,0,6,276464000,4,232,201,59710606.159154326,1023119625.894402,False,2,14562,2020,5
2010,26,2,6,1,270484000,5,213,225,51603570.15461588,627199453.2299678,True,2,1417,2021,8
2006,114,1,0,4,96908000,3,185,175,47188365.70942954,282355582.0868556,False,2,11359,2018,6
2020,145,3,6,4,864838000,5,253,461,73336493.68245351,2935015227.3304505,False,2,10137,2018,3
2020,112,2,5,2,2675194000,3,222,833,806773936.318478,23763598509.997017,False,2,5364,2020,8
2006,130,0,0,4,602363000,4,177,680,191012198.9786021,1872516451.3533373,False,2,8602,2019,3
2009,66,2,2,4,254534000,2,179,457,118107108.16632064,1445800896.1143346,False,2,10725,2025,6
2018,100,5,4,1,130562000,0,13,850,57887049.05978507,339106488.7000059,True,0,5845,2023,1
2020,94,4,0,4,304174000,6,32,753,38901207.12565581,806884422.358447,False,2,6693,2023,6
2014,111,1,2,5,3737597000,2,225,853,717171841.9929681,32011858285.759518,False,2,17959,2016,4
2009,241,3,5,4,234207000,1,116,662,100817840.0184255,807605291.1264613,False,2,14412,2017,9
2007,179,0,5,3,4681924000,3,222,631,821935679.2113413,30116811501.29774,False,2,13616,2024,7
2006,98,4,2,6,67377000,2,142,80,18659208.42722124,199416412.600608,False,2,9980,2023,12
2008,163,2,1,6,1134776000,3,62,169,62380547.35452064,10486194460.54624,False,2,3299,2023,6
2017,1,0,3,2,84031000,3,94,87,16673715.798750788,516054621.8752097,False,2,13689,2023,11
2018,106,3,2,2,308259000,1,56,192,146701761.93688035,2394487480.9226604,False,2,15557,2018,2
2009,184,5,5,4,264241000,0,222,537,42263127.19488591,2551592907.4481287,False,2,1712,2018,5
2008,31,4,5,5,131862000,6,229,771,16751005.023494815,442991784.9058595,False,2,4000,2021,6
2016,19,5,5,2,3676225000,6,37,292,811266557.9633436,8638226511.196762,False,2,13415,2019,4
2019,226,2,5,3,387350000,6,10,895,152860343.56282333,3704430954.8865166,False,2,7398,2018,1
2017,30,2,2,2,705068000,4,216,978,304276811.08413106,5694156156.435075,False,2,16503,2019,2
2019,228,3,6,5,677044000,0,206,78,279243385.10042554,1769337650.2262075,False,2,12942,2020,10
2021,91,1,4,4,88762000,0,148,49,5563213.280432808,231898692.7395787,False,2,4155,2017,5
2015,4,3,6,3,780845000,6,222,857,63120876.86560668,5481622219.014132,False,2,3583,2021,11
2015,162,5,1,2,497363000,5,40,317,247039507.64439628,2750185751.882835,False,2,849,2025,4
2009,103,5,4,2,392020000,6,74,597,114445193.05679606,1599164173.9101286,True,1,3084,2022,10
2020,166,5,2,4,904788000,3,74,916,118847625.49341732,8709017884.621315,False,2,14412,2023,10
2020,216,4,6,3,578483000,3,256,722,86547030.91070013,2387671438.8318534,False,2,1207,2016,1
2015,63,4,4,6,540592000,4,222,949,34738603.55921186,4553740484.510134,False,2,13207,2023,7
2017,171,3,0,3,1070229000,0,74,910,362726043.4672663,8502441693.286971,False,2,10518,2019,12
2016,127,1,4,6,776748000,3,111,300,284117746.77149683,2202170047.909283,False,2,9299,2024,1
2017,114,5,6,6,26988000,3,107,48,3904245.940303271,116210966.67079808,True,1,12755,2021,11
2008,200,5,4,4,137500000,2,203,620,55387888.26112124,1320639367.22295,False,2,11841,2023,5
2007,95,1,5,3,3082706000,5,222,273,775297019.2239585,10609405908.88899,False,2,7958,2023,2
2022,168,0,1,4,198650000,5,192,59,29738148.190779928,418328318.0590356,True,0,13818,2018,3
2022,186,0,4,0,171069000,0,241,794,74904891.92638902,1274032750.974993,False,2,15589,2019,5
2010,178,5,3,3,121226000,2,173,902,8282430.787531657,615463860.9379375,False,2,15389,2019,9
2019,109,3,6,3,468722000,5,111,296,24557842.401924733,1151655369.641412,False,2,4853,2022,8
2022,151,5,6,1,158408000,6,209,197,29582230.215634327,753200114.6175508,False,2,17790,2018,2
2011,49,0,2,5,1497713000,2,239,45,456040695.55279815,13301420223.415483,False,2,1803,2024,2
2017,15,1,5,4,120671000,6,222,368,14642884.059525931,296368282.1175437,True,0,15065,2016,4
2006,109,3,6,3,406431000,1,74,643,155729691.65236604,2110994947.089735,False,2,13573,2022,2
2007,48,4,1,3,339188000,4,148,546,138808731.32873145,2022147056.5900824,False,2,3818,2025,6
2009,56,3,4,4,793945000,3,150,334,342900486.5704788,5152768531.530847,False,2,11913,2021,11
2009,63,0,4,5,802558000,3,183,507,42167952.06204167,4843106513.170433,False,2,18489,2017,10
2007,118,1,4,6,240765000,3,142,137,33254348.774416,1132616360.739298,False,2,1153,2016,5
2018,121,1,1,6,1973892000,5,37,229,413630191.7554294,14129534281.32725,False,2,8547,2020,1
2010,197,3,1,2,45831000,2,150,358,6157699.843094236,381279557.7146877,False,2,16807,2022,9
2008,13,0,2,3,70724000,3,192,633,20463312.65902845,370006649.8586555,False,2,4377,2023,1
2015,101,4,2,6,1559500000,6,29,165,691965274.0065753,9935261790.168629,False,2,16717,2023,4
2005,80,3,2,4,881148000,0,178,165,335080545.9644862,7054837727.538071,False,2,9658,2018,3
2023,3,0,4,6,868238000,6,231,382,131134150.64273134,7786661410.254472,False,2,615,2022,12
2005,194,4,2,2,343833000,1,192,753,117399055.46077138,2013536682.239096,False,2,0,2022,12
2005,118,3,1,3,497548000,4,238,480,56760877.40561107,2878183115.359241,True,2,9391,2024,8
2012,126,5,4,4,387458000,1,24,4,108214780.772456,2917021949.80161,False,2,2290,2020,9
2020,159,3,1,1,175903000,5,38,241,69475987.35096595,1517676860.783198,True,1,17377,2019,3
2011,235,4,2,4,1252009000,1,99,680,376138787.94075793,2735294264.5851536,False,2,14239,2020,8
2010,46,3,3,1,575094000,6,148,147,147444074.06669894,1891708283.775096,False,2,1484,2020,1
2011,224,2,2,0,3182898000,0,190,29,1134585447.865224,18853840501.84148,False,2,7553,2019,4
2016,153,5,6,3,993241000,5,124,995,370087789.88548,2894974755.4883666,False,2,18,2017,6
2018,149,0,3,6,317026000,6,74,859,139310702.3674541,2535965280.116577,True,2,13415,2016,11
2016,102,4,0,3,353244000,3,148,478,32948539.93618457,1842750028.114168,False,2,13584,2022,10
2018,126,2,6,3,3319945000,5,2,247,604355242.3199277,14353748055.803034,False,2,17035,2020,8
2021,48,4,1,3,494647000,0,155,648,143071801.6960459,3069072101.9970803,True,0,16739,2022,7
2019,110,2,4,2,640690000,0,37,967,83498852.57959987,5637303077.992463,False,2,5217,2020,9
2015,100,4,6,4,225194000,6,17,402,89613364.33307499,2217542572.990018,False,2,18292,2020,10
2017,122,3,2,4,831483000,6,111,256,54394802.49731401,3797661010.100553,False,2,11945,2019,9
2021,63,5,5,3,650240000,5,238,304,41135216.171744935,2246860762.4348955,False,2,4187,2020,11
2014,153,0,0,3,347280000,4,99,73,122303772.85591972,2038992572.002543,True,2,9902,2024,11
2006,116,4,5,5,1255946000,2,142,86,330481851.1897762,9040742674.58725,False,2,7720,2021,10
2019,65,2,6,3,297521000,3,111,845,122052563.16080384,1245907157.5198364,False,2,18619,2018,2
2012,24,1,0,0,419161000,5,195,599,147598337.99542138,3045334467.226239,False,2,10226,2023,8
2009,203,2,4,6,351908000,0,85,568,88509055.36118262,1666031952.2932534,False,2,9767,2024,12
2007,79,0,6,1,347133000,2,121,406,60063542.40069572,1553127043.4002495,True,1,11019,2019,7
2010,84,3,3,1,258944000,5,111,799,23185309.972569548,2340916626.232489,False,2,11547,2018,11
2015,39,5,5,3,315561000,3,99,483,131492106.07173222,1878918512.3545213,False,2,12724,2022,11
2009,81,4,5,3,1594471000,0,173,978,158037657.88112095,4484545013.154762,False,2,13698,2016,4
2015,132,0,3,6,128369000,5,4,352,14571410.978944192,967470139.4614264,False,2,2812,2025,1
2012,155,2,3,3,520583000,0,238,239,65539040.46951187,2443814929.62956,False,2,9391,2021,9
2008,167,5,1,2,1871178000,1,222,295,786490560.767827,11415571634.44828,False,2,6862,2018,8
2017,89,1,2,4,4015717000,5,185,897,841807096.1224933,8169831442.496208,False,2,15072,2015,12
2019,17,5,3,4,224653000,5,128,414,106338431.86266212,1726385759.8333757,False,2,8747,2025,3
2023,160,4,0,1,92640000,4,226,781,10643938.707971532,783584252.1892036,False,2,0,2017,6
2012,188,4,2,5,87228000,6,13,366,28686710.214861177,352959437.400433,True,2,13700,2025,5
2023,152,3,6,2,473156000,4,74,636,98063792.95093164,2473163174.928694,False,2,3635,2022,1
2011,195,0,3,4,448055000,4,79,130,130695410.70699,1055759083.4220892,False,2,3474,2018,8
2011,228,4,6,5,202881000,0,105,410,10989701.765827307,918205535.9038664,False,2,14791,2023,12
2014,92,0,1,4,132344000,4,192,675,39092634.68944139,285105376.8901397,False,2,12396,2018,2
2009,57,5,2,3,2097332000,4,112,313,242711632.63533145,20325687255.245342,False,2,17790,2019,3
2011,75,3,5,5,521908000,5,174,487,123559319.5344463,2873941833.788153,False,2,11036,2020,2
2017,174,4,2,2,29765000,3,161,398,10226356.255092008,101896349.7053562,False,2,6805,2020,2
2017,215,2,2,5,642929000,4,37,418,298436681.7622644,5751993063.961063,False,2,15227,2024,4
2009,230,0,2,3,1620136000,5,222,890,597567547.4552345,9388757641.235106,False,2,14521,2018,7
2023,118,0,1,6,846970000,3,7,590,101649216.02801824,3890822659.5752807,False,2,3301,2024,5
2022,17,5,1,4,638593000,5,111,778,280584792.7142276,5761913783.818714,False,2,16491,2016,5
2015,177,3,1,1,1035901000,1,220,333,297582924.5357371,5689396487.181183,False,2,9598,2017,3
2005,17,3,0,4,74059000,3,36,601,35236318.14576063,237170019.2506169,False,2,1190,2024,10
2014,202,3,6,3,46290000,2,56,694,5476404.065059726,235979628.39506027,False,2,18403,2021,2
2012,27,2,6,5,698934000,1,37,578,294576310.0479169,4652168204.502294,False,2,14745,2020,2
2018,47,2,5,2,654704000,2,222,675,285432193.5052046,2319131168.830212,False,2,400,2023,10
2011,94,4,4,5,70525000,3,74,190,12193356.912156755,197268657.35986963,False,2,5023,2015,12
2019,173,4,2,2,1272576000,0,147,349,272533964.1927971,2900462704.493617,False,2,16087,2023,8
2005,96,5,2,3,294727000,1,74,493,62187518.97452776,2407811261.720272,False,2,14846,2019,4
2012,155,2,1,3,40897000,0,109,899,7211631.302622223,106296886.11278586,False,2,3095,2017,10
2016,51,1,0,3,787706000,1,56,77,264797092.80966,5213255955.044764,False,2,5211,2020,4
2017,215,0,3,3,257236000,6,14,654,75200854.58079971,2055927852.7214136,False,2,1368,2016,1
2018,34,2,4,3,234638000,2,74,71,25480398.2280453,1106213294.8719783,False,2,4630,2024,10
2020,235,1,6,4,227851000,0,111,34,39475451.78407089,2123878793.7759547,True,1,9724,2019,7
2008,0,5,4,3,434538000,1,59,935,164600732.27465957,4020719268.558479,True,0,4158,2016,1
2007,155,4,4,3,315307000,3,111,826,152835397.51767877,805414557.9930775,False,2,8602,2020,12
2019,94,2,6,3,299917000,3,255,942,141009879.50698233,1567736075.990358,False,2,11381,2016,8
2020,199,4,3,4,375815000,3,200,916,68008240.3044772,1204429824.5821097,False,2,8067,2021,1
2023,205,1,0,5,54723000,6,124,526,25493148.59797309,202187897.43344125,False,2,4346,2024,3
2006,138,5,4,6,135601000,0,37,987,12056310.704678928,571100370.4899861,True,0,9678,2019,10
2018,154,1,2,1,51088000,2,74,425,9732985.567910256,264823446.0458261,False,2,12581,2021,3
2019,67,0,5,1,788254000,4,7,863,348893927.74896103,5755676345.535312,False,2,15679,2017,1
2015,50,4,6,6,30303000,5,93,149,2474765.264825539,275037348.9300047,False,2,326,2022,8
2020,124,1,2,3,937217000,3,68,292,101005344.70491232,3272616573.119595,True,0,4498,2017,2
2014,229,4,1,4,129075000,6,32,282,43632561.715960994,768594914.445857,False,2,4230,2017,1
